NAME,SEASON,G,FG%,3P%,FT%,REB,AST,STL,BLK,PTS,PER,TS%,USG%,WS,BPM,VORP
Jimmy Butler,2019-2020,58,0.455,0.244,0.8340000000000001,388.6,348.0,104.4,34.8,1154.1999999999998,23.6,0.585,25.1,9.0,5.4,3.7
Kyle Korver,2019-2020,58,0.43,0.418,0.8540000000000001,121.80000000000001,69.6,23.200000000000003,11.600000000000001,388.6,11.3,0.62,15.4,2.5,0.1,0.5
Will Barton,2019-2020,58,0.45,0.375,0.767,365.4,214.60000000000002,63.800000000000004,29.0,875.8,15.6,0.5489999999999999,20.1,4.2,1.1,1.5
Enes Kanter,2019-2020,58,0.5720000000000001,0.14300000000000002,0.7070000000000001,429.20000000000005,58.0,23.200000000000003,40.599999999999994,469.79999999999995,22.4,0.599,19.4,4.4,1.5,0.9
Cam Reddish,2019-2020,58,0.384,0.332,0.802,214.60000000000002,87.0,63.800000000000004,29.0,609.0,9.0,0.5,18.9,-0.4,-4.2,-0.9
Markieff Morris,2019-2020,58,0.44299999999999995,0.386,0.7759999999999999,220.39999999999998,75.4,29.0,17.4,562.5999999999999,12.5,0.565,20.9,1.4,-2.0,0.0
Tony Bradley,2019-2020,58,0.667,1.0,0.652,266.79999999999995,23.200000000000003,11.600000000000001,34.8,284.20000000000005,21.7,0.6809999999999999,15.8,3.3,1.3,0.6
Kyle Lowry,2019-2020,58,0.41600000000000004,0.35200000000000004,0.857,290.0,435.0,81.19999999999999,23.200000000000003,1125.1999999999998,17.7,0.59,23.1,7.5,3.2,2.8
Brandon Clarke,2019-2020,58,0.618,0.359,0.759,342.20000000000005,81.19999999999999,34.8,46.400000000000006,701.8,20.9,0.6629999999999999,18.7,5.0,3.1,1.7
Ryan Arcidiacono,2019-2020,58,0.409,0.391,0.711,110.19999999999999,98.6,29.0,5.800000000000001,261.0,9.0,0.551,12.5,1.4,-2.8,-0.2
Cody Zeller,2019-2020,58,0.524,0.24,0.682,411.79999999999995,87.0,40.599999999999994,23.200000000000003,643.8,18.8,0.5760000000000001,20.8,3.6,-0.6,0.5
Torrey Craig,2019-2020,58,0.461,0.326,0.611,191.39999999999998,46.400000000000006,23.200000000000003,34.8,313.20000000000005,10.8,0.5529999999999999,12.6,2.0,-2.3,-0.1
Jevon Carter,2019-2020,58,0.41600000000000004,0.425,0.852,116.0,81.19999999999999,46.400000000000006,17.4,284.20000000000005,11.3,0.563,12.9,1.8,0.6,0.6
Marvin Williams,2019-2020,58,0.446,0.359,0.86,185.60000000000002,58.0,34.8,29.0,342.20000000000005,11.2,0.5870000000000001,12.5,2.4,-0.6,0.4
P.J. Washington,2019-2020,58,0.455,0.374,0.647,313.20000000000005,121.80000000000001,52.2,46.400000000000006,707.5999999999999,12.4,0.547,18.6,2.0,-1.6,0.2
Carmelo Anthony,2019-2020,58,0.43,0.385,0.845,365.4,87.0,46.400000000000006,29.0,893.2,12.4,0.525,21.2,1.3,-3.6,-0.8
Marco Belinelli,2019-2020,57,0.392,0.376,0.828,96.89999999999999,68.39999999999999,11.4,0.0,359.09999999999997,10.8,0.532,17.5,0.8,-2.7,-0.2
Jordan Poole,2019-2020,57,0.33299999999999996,0.27899999999999997,0.7979999999999999,119.7,136.79999999999998,34.199999999999996,11.4,501.6,7.2,0.45399999999999996,21.1,-1.2,-6.6,-1.5
Jaren Jackson Jr.,2019-2020,57,0.469,0.39399999999999996,0.747,262.2,79.8,39.9,91.2,991.8,16.3,0.593,24.0,3.5,0.4,1.0
Kawhi Leonard,2019-2020,57,0.47,0.37799999999999995,0.8859999999999999,404.7,279.3,102.60000000000001,34.199999999999996,1544.7,26.9,0.589,33.0,8.7,8.9,5.1
Kristaps Porziņģis,2019-2020,57,0.42700000000000005,0.35200000000000004,0.799,541.5,102.60000000000001,39.9,114.0,1162.8,20.2,0.551,27.0,5.2,1.9,1.8
Jalen Brunson,2019-2020,57,0.466,0.358,0.813,136.79999999999998,188.1,22.8,5.7,467.4,14.9,0.5529999999999999,20.4,2.1,-0.9,0.3
Bradley Beal,2019-2020,57,0.455,0.353,0.8420000000000001,239.4,347.7,68.39999999999999,22.8,1738.5,23.2,0.579,34.4,5.1,2.9,2.5
Frank Ntilikina,2019-2020,57,0.39299999999999996,0.321,0.8640000000000001,119.7,171.0,51.300000000000004,17.099999999999998,359.09999999999997,9.8,0.49700000000000005,15.4,0.9,-3.2,-0.4
Jaylen Brown,2019-2020,57,0.48100000000000004,0.382,0.7240000000000001,364.8,119.7,62.7,22.8,1157.1000000000001,16.9,0.583,24.7,4.9,0.8,1.4
Cameron Johnson,2019-2020,57,0.435,0.39,0.807,188.1,68.39999999999999,34.199999999999996,22.8,501.6,12.9,0.586,15.7,2.7,0.3,0.7
Tristan Thompson,2019-2020,57,0.512,0.391,0.615,575.6999999999999,119.7,34.199999999999996,51.300000000000004,684.0,16.8,0.54,18.3,3.1,-1.5,0.2
Ben Simmons,2019-2020,57,0.58,0.28600000000000003,0.621,444.59999999999997,456.0,119.7,34.199999999999996,934.8,20.4,0.602,20.9,6.9,3.6,2.8
Russell Westbrook,2019-2020,57,0.47200000000000003,0.258,0.763,450.3,399.0,91.2,22.8,1550.3999999999999,21.0,0.536,34.4,4.2,1.5,1.8
Andre Drummond,2019-2020,57,0.5329999999999999,0.14300000000000002,0.575,866.4,153.9,108.3,91.2,1008.9,22.0,0.5529999999999999,25.9,4.2,0.9,1.4
D.J. Augustin,2019-2020,57,0.39899999999999997,0.348,0.89,119.7,262.2,34.199999999999996,0.0,598.5,14.0,0.5539999999999999,19.1,2.9,-1.6,0.2
Matthew Dellavedova,2019-2020,57,0.354,0.231,0.865,74.10000000000001,182.4,22.8,0.0,176.70000000000002,8.1,0.46299999999999997,13.0,0.2,-5.2,-0.7
Kevin Love,2019-2020,56,0.45,0.374,0.8540000000000001,548.8000000000001,179.20000000000002,33.6,16.8,985.6000000000001,17.9,0.599,23.1,3.8,2.0,1.8
Terrance Ferguson,2019-2020,56,0.355,0.292,0.75,72.8,50.4,28.0,16.8,218.4,3.7,0.48100000000000004,9.1,0.6,-4.5,-0.8
Bruno Fernando,2019-2020,56,0.518,0.135,0.569,196.0,50.4,16.8,16.8,240.79999999999998,11.9,0.542,15.3,0.8,-4.1,-0.4
Larry Nance Jr.,2019-2020,56,0.531,0.35200000000000004,0.6759999999999999,408.8,123.20000000000002,56.0,22.400000000000002,565.6,17.3,0.608,15.2,3.9,1.7,1.4
DeAndre Jordan,2019-2020,56,0.6659999999999999,,0.68,560.0,106.39999999999999,16.8,50.4,464.80000000000007,19.9,0.682,14.1,5.2,3.0,1.5
Kevin Huerter,2019-2020,56,0.413,0.38,0.828,229.59999999999997,212.79999999999998,50.4,28.0,683.1999999999999,11.5,0.536,17.1,1.6,-1.6,0.2
Shabazz Napier,2019-2020,56,0.41200000000000003,0.317,0.8240000000000001,156.79999999999998,263.2,67.2,11.200000000000001,576.8000000000001,13.8,0.552,20.0,1.7,-1.1,0.3
Sviatoslav Mykhailiuk,2019-2020,56,0.41,0.40399999999999997,0.8140000000000001,106.39999999999999,106.39999999999999,39.199999999999996,5.6000000000000005,504.0,11.2,0.578,17.1,1.6,-1.9,0.0
Gary Harris,2019-2020,56,0.42,0.33299999999999996,0.815,162.4,117.60000000000001,78.39999999999999,16.8,582.4,9.7,0.519,15.1,1.9,-2.5,-0.2
RJ Barrett,2019-2020,56,0.402,0.32,0.614,280.0,145.6,56.0,16.8,800.8000000000001,10.7,0.479,24.0,-0.5,-4.3,-1.0
Rodney McGruder,2019-2020,56,0.39799999999999996,0.27,0.5589999999999999,151.20000000000002,33.6,28.0,5.6000000000000005,184.79999999999998,6.7,0.47700000000000004,10.6,1.0,-3.0,-0.2
Kelly Oubre Jr.,2019-2020,56,0.452,0.35200000000000004,0.78,358.40000000000003,84.0,72.8,39.199999999999996,1047.2,14.9,0.56,22.4,3.8,-0.5,0.7
Kemba Walker,2019-2020,56,0.425,0.381,0.8640000000000001,218.4,268.8,50.4,28.0,1142.3999999999999,20.0,0.575,27.2,5.9,4.6,2.9
E'Twaun Moore,2019-2020,56,0.426,0.377,0.6890000000000001,128.79999999999998,78.39999999999999,33.6,11.200000000000001,464.80000000000007,11.3,0.51,19.9,0.9,-2.7,-0.2
Malik Beasley,2019-2020,55,0.425,0.38799999999999996,0.818,148.5,77.0,38.5,5.5,616.0,12.7,0.546,21.8,1.2,-2.1,0.0
Treveon Graham,2019-2020,55,0.36,0.275,0.643,148.5,44.0,22.0,5.5,242.00000000000003,6.6,0.456,13.1,0.2,-5.6,-0.8
Josh Richardson,2019-2020,55,0.43,0.341,0.809,176.0,159.5,49.5,38.5,753.5,12.0,0.5329999999999999,20.6,2.1,-1.8,0.1
Elie Okobo,2019-2020,55,0.39799999999999996,0.35200000000000004,0.7040000000000001,88.0,115.5,22.0,5.5,220.0,10.6,0.516,14.8,1.0,-1.9,0.0
Anthony Tolliver,2019-2020,55,0.35700000000000004,0.33799999999999997,0.7240000000000001,154.0,44.0,16.5,11.0,198.0,7.0,0.513,11.1,0.5,-3.2,-0.3
Abdel Nader,2019-2020,55,0.46799999999999997,0.375,0.773,99.0,38.5,22.0,22.0,346.5,11.3,0.591,17.0,1.3,-1.0,0.2
Tyler Herro,2019-2020,55,0.428,0.389,0.87,225.49999999999997,121.00000000000001,33.0,11.0,742.5,12.5,0.55,22.3,1.6,-1.6,0.1
Alex Len,2019-2020,55,0.555,0.271,0.648,319.0,49.5,22.0,49.5,440.0,17.7,0.6,18.1,2.5,-0.7,0.3
Michael Porter Jr.,2019-2020,55,0.509,0.42200000000000004,0.833,258.5,44.0,27.5,27.5,511.50000000000006,19.8,0.617,22.3,2.9,1.5,0.8
Serge Ibaka,2019-2020,55,0.512,0.385,0.718,450.99999999999994,77.0,27.5,44.0,847.0,17.3,0.583,24.0,3.9,0.1,0.8
Malik Monk,2019-2020,55,0.434,0.284,0.82,159.5,115.5,27.5,16.5,566.5,12.6,0.53,22.9,0.7,-2.3,-0.1
Damian Jones,2019-2020,55,0.68,0.222,0.738,203.5,33.0,27.5,38.5,308.0,15.6,0.7120000000000001,11.4,2.8,-1.5,0.1
Willie Cauley-Stein,2019-2020,54,0.579,0.0,0.606,313.2,70.2,48.6,59.400000000000006,388.8,17.0,0.589,14.4,2.9,0.5,0.7
Dāvis Bertāns,2019-2020,54,0.434,0.424,0.852,243.0,91.8,37.8,32.4,831.6,15.5,0.628,19.0,3.5,0.9,1.1
Andrew Wiggins,2019-2020,54,0.447,0.332,0.7090000000000001,275.4,199.8,43.2,54.0,1177.2,16.4,0.536,27.4,1.9,-0.3,0.8
Fred VanVleet,2019-2020,54,0.413,0.39,0.848,205.2,356.4,102.6,16.2,950.4000000000001,16.3,0.5529999999999999,21.7,5.8,2.7,2.3
Goga Bitadze,2019-2020,54,0.467,0.19,0.727,108.0,21.6,10.8,37.8,172.8,12.1,0.523,17.9,0.7,-2.3,0.0
Raul Neto,2019-2020,54,0.455,0.386,0.83,59.400000000000006,97.2,21.6,5.4,275.4,12.7,0.5670000000000001,18.7,1.2,-1.8,0.0
Malcolm Brogdon,2019-2020,54,0.43799999999999994,0.326,0.892,264.6,383.4,32.4,10.8,891.0,17.7,0.541,25.2,4.0,1.8,1.6
Emmanuel Mudiay,2019-2020,54,0.462,0.345,0.759,124.19999999999999,113.4,21.6,10.8,394.2,13.0,0.5429999999999999,22.6,1.0,-1.9,0.0
Trevor Ariza,2019-2020,53,0.43799999999999994,0.37200000000000005,0.838,243.79999999999998,90.1,68.9,15.899999999999999,424.0,11.0,0.593,11.8,2.5,-0.5,0.5
Mario Hezonja,2019-2020,53,0.42200000000000004,0.308,0.8140000000000001,185.5,47.7,37.099999999999994,10.600000000000001,254.39999999999998,9.5,0.525,13.9,0.8,-2.9,-0.2
Bismack Biyombo,2019-2020,53,0.5429999999999999,,0.603,307.4,47.7,10.600000000000001,47.7,392.20000000000005,16.1,0.57,16.8,2.4,-2.5,-0.1
LaMarcus Aldridge,2019-2020,53,0.493,0.389,0.8270000000000001,392.20000000000005,127.19999999999999,37.099999999999994,84.80000000000001,1001.6999999999999,19.7,0.5710000000000001,23.4,4.5,1.4,1.5
Landry Shamet,2019-2020,53,0.40399999999999997,0.375,0.855,100.69999999999999,100.69999999999999,21.200000000000003,10.600000000000001,492.90000000000003,8.5,0.58,13.4,2.6,-2.1,0.0
Wesley Iwundu,2019-2020,52,0.41600000000000004,0.341,0.804,130.0,62.4,26.0,15.6,301.59999999999997,10.3,0.544,13.7,1.7,-2.6,-0.2
Gordon Hayward,2019-2020,52,0.5,0.38299999999999995,0.855,348.40000000000003,213.2,36.4,20.8,910.0,18.1,0.595,21.1,5.7,2.7,2.0
Sterling Brown,2019-2020,52,0.371,0.324,0.8,182.0,52.0,31.2,5.2,265.2,9.5,0.486,17.0,1.1,-2.0,0.0
Norman Powell,2019-2020,52,0.495,0.39899999999999997,0.843,192.4,93.60000000000001,62.4,20.8,832.0,16.8,0.624,21.5,4.6,2.0,1.5
Patrick Beverley,2019-2020,51,0.431,0.38799999999999996,0.66,265.2,183.6,56.1,25.5,402.90000000000003,12.5,0.56,13.3,3.6,2.2,1.4
Joel Embiid,2019-2020,51,0.47700000000000004,0.331,0.807,591.6,153.0,45.9,66.3,1173.0,25.8,0.59,32.9,6.0,4.7,2.5
Derrick Favors,2019-2020,51,0.617,0.14300000000000002,0.563,499.8,81.60000000000001,30.599999999999998,45.9,459.0,18.5,0.62,14.0,4.2,1.0,0.9
De'Aaron Fox,2019-2020,51,0.48,0.292,0.705,193.79999999999998,346.8,76.5,25.5,1076.1000000000001,20.6,0.5579999999999999,29.8,4.0,1.8,1.6
Meyers Leonard,2019-2020,51,0.509,0.414,0.643,260.09999999999997,56.1,15.299999999999999,15.299999999999999,311.09999999999997,10.6,0.627,12.2,2.1,-0.9,0.3
Paul Millsap,2019-2020,51,0.48200000000000004,0.435,0.816,290.7,81.60000000000001,45.9,30.599999999999998,591.6,16.9,0.591,20.0,3.5,0.1,0.7
Kris Dunn,2019-2020,51,0.444,0.259,0.741,183.6,173.4,102.0,15.299999999999999,372.3,12.1,0.51,14.6,2.3,-0.6,0.4
Derrick Rose,2019-2020,50,0.49,0.306,0.871,120.0,280.0,40.0,15.0,905.0000000000001,21.0,0.555,31.6,2.5,2.2,1.4
Kevin Porter Jr.,2019-2020,50,0.442,0.335,0.723,160.0,110.00000000000001,45.0,15.0,500.0,10.8,0.535,20.5,0.3,-3.8,-0.5
Lauri Markkanen,2019-2020,50,0.425,0.344,0.8240000000000001,315.0,75.0,40.0,25.0,735.0,14.3,0.56,21.1,2.6,-0.6,0.5
Yogi Ferrell,2019-2020,50,0.42,0.304,0.857,50.0,70.0,20.0,5.0,220.00000000000003,12.2,0.528,19.2,0.7,-1.8,0.0
Omari Spellman,2019-2020,49,0.431,0.391,0.7929999999999999,220.5,49.0,34.3,24.5,372.4,14.4,0.551,18.8,1.2,-1.7,0.1
Avery Bradley,2019-2020,49,0.444,0.364,0.833,112.69999999999999,63.7,44.1,4.9,421.4,8.9,0.537,15.7,1.5,-2.5,-0.2
Damion Lee,2019-2020,49,0.41700000000000004,0.35600000000000004,0.873,240.10000000000002,132.3,49.0,4.9,622.3,12.7,0.5479999999999999,19.0,1.7,-2.3,-0.1
Javonte Green,2019-2020,48,0.5,0.273,0.667,91.19999999999999,24.0,24.0,9.600000000000001,163.2,13.1,0.564,15.3,1.1,-0.7,0.2
Damyean Dotson,2019-2020,48,0.414,0.36200000000000004,0.667,91.19999999999999,57.599999999999994,24.0,4.800000000000001,321.6,10.9,0.527,16.5,0.9,-1.5,0.1
Nassir Little,2019-2020,48,0.43,0.237,0.636,110.39999999999999,24.0,14.399999999999999,14.399999999999999,172.8,9.6,0.505,13.7,0.6,-3.5,-0.2
Paul George,2019-2020,48,0.439,0.41200000000000003,0.8759999999999999,273.6,187.2,67.19999999999999,19.200000000000003,1032.0,21.1,0.589,29.6,4.8,4.9,2.5
Rajon Rondo,2019-2020,48,0.418,0.32799999999999996,0.659,144.0,240.0,38.400000000000006,0.0,340.79999999999995,12.4,0.494,18.7,1.4,-1.3,0.2
Cody Martin,2019-2020,48,0.43,0.23399999999999999,0.6459999999999999,158.39999999999998,96.0,38.400000000000006,9.600000000000001,240.0,10.5,0.505,13.6,1.0,-2.2,0.0
Rui Hachimura,2019-2020,48,0.466,0.287,0.8290000000000001,292.79999999999995,86.4,38.400000000000006,9.600000000000001,648.0,13.5,0.535,19.0,1.8,-3.2,-0.4
Juan Hernangómez,2019-2020,48,0.405,0.341,0.62,196.79999999999998,38.400000000000006,19.200000000000003,9.600000000000001,288.0,10.4,0.518,15.7,0.9,-3.4,-0.3
Khem Birch,2019-2020,48,0.51,0.0,0.653,220.79999999999998,48.0,19.200000000000003,24.0,211.20000000000002,11.7,0.5660000000000001,10.2,2.2,-2.4,-0.1
Jeff Green,2019-2020,48,0.462,0.33899999999999997,0.802,134.39999999999998,48.0,24.0,19.200000000000003,451.20000000000005,13.7,0.59,19.0,2.1,-0.1,0.5
Timothé Luwawu-Cabarrot,2019-2020,47,0.435,0.38799999999999996,0.852,126.9,28.2,18.8,4.7,366.59999999999997,11.0,0.599,16.8,1.7,-2.2,-0.1
Troy Daniels,2019-2020,47,0.387,0.348,0.625,51.7,18.8,9.4,4.7,202.1,8.4,0.518,16.3,0.6,-2.9,-0.1
Nickeil Alexander-Walker,2019-2020,47,0.368,0.34600000000000003,0.6759999999999999,84.60000000000001,89.3,18.8,9.4,267.90000000000003,8.9,0.473,23.3,-0.2,-4.6,-0.4
Cheick Diallo,2019-2020,47,0.648,0.33299999999999996,0.872,131.6,23.5,9.4,14.1,220.9,16.5,0.688,17.0,1.3,-1.3,0.1
Mike Muscala,2019-2020,47,0.40700000000000003,0.37799999999999995,0.818,108.1,42.300000000000004,9.4,14.1,225.6,12.5,0.569,16.6,1.3,-0.1,0.3
Rodions Kurucs,2019-2020,47,0.446,0.36700000000000005,0.632,136.29999999999998,51.7,23.5,4.7,216.2,8.9,0.555,14.7,0.8,-2.8,-0.1
Mike Conley,2019-2020,47,0.409,0.375,0.8270000000000001,150.4,206.8,37.6,4.7,676.8000000000001,14.1,0.537,23.1,2.5,0.3,0.8
Jeremy Lamb,2019-2020,46,0.451,0.335,0.836,197.79999999999998,96.60000000000001,55.199999999999996,23.0,575.0,14.0,0.547,19.6,2.7,-0.4,0.5
Hamidou Diallo,2019-2020,46,0.446,0.281,0.603,165.6,36.800000000000004,36.800000000000004,9.200000000000001,317.40000000000003,9.3,0.491,18.4,0.4,-3.9,-0.4
Thomas Bryant,2019-2020,46,0.581,0.40700000000000003,0.741,331.2,82.8,23.0,50.6,607.1999999999999,21.1,0.649,18.9,3.9,2.2,1.2
Harry Giles,2019-2020,46,0.5539999999999999,0.0,0.7759999999999999,188.6,59.800000000000004,23.0,18.400000000000002,317.40000000000003,16.4,0.58,20.6,1.6,-1.3,0.1
Ky Bowman,2019-2020,45,0.41700000000000004,0.308,0.8290000000000001,121.50000000000001,130.5,45.0,9.0,333.0,9.1,0.494,17.2,-0.1,-4.3,-0.6
Moritz Wagner,2019-2020,45,0.545,0.313,0.821,220.50000000000003,54.0,27.0,18.0,391.49999999999994,15.1,0.638,18.6,1.7,-2.3,-0.1
Jared Dudley,2019-2020,45,0.4,0.429,1.0,54.0,27.0,13.5,4.5,67.5,7.8,0.5579999999999999,8.0,0.8,-0.8,0.1
Michael Carter-Williams,2019-2020,45,0.42700000000000005,0.293,0.8320000000000001,148.5,108.0,49.50000000000001,22.5,324.0,15.3,0.535,18.3,1.9,0.1,0.5
D'Angelo Russell,2019-2020,45,0.426,0.36700000000000005,0.809,175.5,283.5,49.50000000000001,13.5,1039.5,18.7,0.556,31.5,1.8,1.9,1.4
Caris LeVert,2019-2020,45,0.425,0.364,0.711,189.0,198.00000000000003,54.0,9.0,841.5,16.1,0.514,29.5,1.5,-0.3,0.5
Elfrid Payton,2019-2020,45,0.439,0.203,0.57,211.5,324.0,72.0,18.0,450.0,16.0,0.47,19.5,1.7,0.0,0.6
Quinn Cook,2019-2020,44,0.425,0.365,0.7859999999999999,52.8,48.400000000000006,13.2,0.0,224.39999999999998,10.0,0.509,21.0,0.3,-3.8,-0.2
Boban Marjanović,2019-2020,44,0.573,0.235,0.754,198.0,22.0,8.8,8.8,290.4,25.7,0.612,26.9,1.8,1.2,0.3
Marko Guduric,2019-2020,44,0.395,0.301,0.9229999999999999,74.8,44.0,13.2,8.8,171.6,8.8,0.514,17.6,0.1,-3.4,-0.2
Chris Silva,2019-2020,44,0.615,0.0,0.6729999999999999,127.6,22.0,8.8,22.0,132.0,17.3,0.6509999999999999,17.1,1.3,-2.3,0.0
Marc Gasol,2019-2020,44,0.42700000000000005,0.385,0.735,277.2,145.2,35.2,39.6,330.0,11.8,0.551,13.2,3.0,1.6,1.1
Dewayne Dedmon,2019-2020,44,0.4,0.20600000000000002,0.833,250.8,22.0,26.4,39.6,255.2,9.4,0.473,18.1,0.1,-5.8,-0.7
Richaun Holmes,2019-2020,44,0.648,,0.7879999999999999,356.4,44.0,39.6,57.2,541.2,19.7,0.6809999999999999,15.6,4.9,1.0,0.9
Keita Bates-Diop,2019-2020,44,0.42700000000000005,0.33,0.72,127.6,30.799999999999997,17.6,22.0,286.0,12.4,0.539,15.8,1.2,-1.4,0.1
Wendell Carter Jr.,2019-2020,43,0.534,0.207,0.737,404.2,51.6,34.4,34.4,485.90000000000003,15.5,0.59,16.4,3.3,-2.4,-0.1
Draymond Green,2019-2020,43,0.389,0.27899999999999997,0.759,266.6,266.6,60.199999999999996,34.4,344.0,12.5,0.489,15.7,1.1,-0.2,0.6
Daniel Gafford,2019-2020,43,0.701,,0.5329999999999999,107.5,21.5,12.9,55.9,219.29999999999998,16.2,0.6859999999999999,13.3,1.9,-1.3,0.1
DeAndre' Bembry,2019-2020,43,0.456,0.231,0.542,150.5,81.7,55.9,17.2,249.4,9.6,0.5,14.0,0.2,-2.5,-0.1
Shaquille Harrison,2019-2020,43,0.467,0.381,0.78,86.0,47.300000000000004,34.4,17.2,210.70000000000002,17.8,0.5589999999999999,18.1,1.5,2.8,0.6
Aron Baynes,2019-2020,42,0.48,0.35100000000000003,0.747,235.2,67.2,8.4,21.0,483.0,15.2,0.581,21.1,2.1,-1.0,0.2
Gary Clark,2019-2020,42,0.406,0.35100000000000003,0.9,109.2,16.8,4.2,21.0,155.4,10.7,0.568,11.0,1.2,-1.9,0.0
John Collins,2019-2020,41,0.583,0.401,0.8,414.09999999999997,61.5,32.800000000000004,65.60000000000001,885.6,23.5,0.659,22.7,4.9,3.1,1.7
Thabo Sefolosha,2019-2020,41,0.40700000000000003,0.278,0.375,94.3,24.599999999999998,24.599999999999998,12.299999999999999,90.2,9.4,0.48700000000000004,10.4,0.7,-1.2,0.1
Matt Thomas,2019-2020,41,0.48700000000000004,0.475,0.75,61.5,20.5,8.200000000000001,0.0,200.9,13.3,0.65,16.6,1.2,1.1,0.3
Terance Mann,2019-2020,41,0.46799999999999997,0.35,0.667,53.300000000000004,53.300000000000004,12.299999999999999,4.1000000000000005,98.39999999999999,10.6,0.545,12.6,0.8,-1.6,0.0
Dwight Powell,2019-2020,40,0.638,0.256,0.667,228.0,60.0,36.0,24.0,376.0,15.9,0.677,12.6,3.6,1.3,0.9
Isaiah Thomas,2019-2020,40,0.408,0.413,0.816,68.0,148.0,12.0,8.0,488.0,11.6,0.531,24.1,0.0,-4.3,-0.5
Džanan Musa,2019-2020,40,0.37200000000000005,0.244,0.75,88.0,44.0,16.0,0.0,192.0,9.4,0.484,20.1,0.2,-4.4,-0.3
Shake Milton,2019-2020,40,0.484,0.43,0.785,88.0,104.0,20.0,8.0,376.0,14.4,0.617,18.9,2.1,-1.0,0.2
Alfonzo McKinnie,2019-2020,40,0.42700000000000005,0.215,0.71,112.0,16.0,24.0,8.0,184.0,8.7,0.493,15.2,0.2,-5.3,-0.5
John Henson,2019-2020,40,0.556,0.222,0.5,164.0,56.0,24.0,44.0,220.0,17.0,0.578,16.3,1.4,0.9,0.4
Tyler Johnson,2019-2020,39,0.38799999999999996,0.319,0.84,74.1,74.1,15.600000000000001,7.800000000000001,273.0,10.1,0.504,18.0,0.7,-2.9,-0.2
Deonte Burton,2019-2020,39,0.344,0.18899999999999997,0.5710000000000001,58.5,15.600000000000001,7.800000000000001,11.7,105.30000000000001,4.3,0.396,18.5,-0.5,-6.8,-0.4
Clint Capela,2019-2020,39,0.629,,0.529,538.2,46.8,31.200000000000003,70.2,542.1,20.6,0.626,16.1,4.9,1.4,1.1
Dwayne Bacon,2019-2020,39,0.348,0.284,0.66,101.4,50.7,23.4,3.9000000000000004,222.3,6.1,0.419,19.5,-0.8,-6.8,-0.8
Frank Kaminsky,2019-2020,39,0.45,0.331,0.6779999999999999,175.5,74.1,15.600000000000001,11.7,378.29999999999995,14.2,0.545,21.0,1.4,-0.5,0.3
Kenrich Williams,2019-2020,39,0.34700000000000003,0.258,0.34600000000000003,187.2,58.5,27.299999999999997,19.5,136.5,7.5,0.429,8.9,0.9,-2.4,-0.1
Sekou Doumbouya,2019-2020,38,0.39,0.28600000000000003,0.674,117.8,19.0,19.0,7.6000000000000005,243.20000000000002,6.2,0.474,16.9,-0.3,-6.7,-0.9
Jabari Parker,2019-2020,38,0.51,0.26899999999999996,0.753,212.79999999999998,68.4,45.6,15.200000000000001,532.0,18.0,0.5710000000000001,24.0,1.6,0.3,0.5
Ian Mahinmi,2019-2020,38,0.495,0.192,0.619,216.6,49.4,30.400000000000002,45.6,281.2,14.2,0.545,15.7,1.4,-2.7,-0.2
Deandre Ayton,2019-2020,38,0.546,0.231,0.753,437.0,72.2,26.599999999999998,57.0,691.6,20.0,0.568,23.7,3.1,0.4,0.7
Grayson Allen,2019-2020,38,0.466,0.40399999999999997,0.867,83.60000000000001,53.199999999999996,11.4,3.8000000000000003,330.59999999999997,12.0,0.609,17.6,1.2,-1.3,0.1
D.J. Wilson,2019-2020,37,0.39399999999999996,0.247,0.611,92.5,25.9,3.7,3.7,133.20000000000002,8.2,0.475,18.1,0.3,-4.0,-0.2
Patrick McCaw,2019-2020,37,0.414,0.324,0.722,85.1,77.7,40.7,3.7,170.2,7.3,0.5,9.4,1.4,-1.8,0.0
Jordan McRae,2019-2020,37,0.40700000000000003,0.35700000000000004,0.7609999999999999,125.8,92.5,22.2,14.8,425.5,14.2,0.515,24.4,0.7,-1.5,0.1
Carsen Edwards,2019-2020,37,0.32799999999999996,0.316,0.684,48.1,22.2,11.1,3.7,122.1,6.9,0.444,18.4,0.1,-4.6,-0.2
Allen Crabbe,2019-2020,37,0.35600000000000004,0.303,0.7140000000000001,77.7,33.300000000000004,14.8,3.7,170.2,6.0,0.47,12.7,-0.1,-5.3,-0.5
Eric Gordon,2019-2020,36,0.369,0.317,0.7659999999999999,72.0,54.0,21.599999999999998,14.4,518.4,10.3,0.51,22.5,0.5,-3.9,-0.5
Denzel Valentine,2019-2020,36,0.409,0.336,0.75,75.60000000000001,43.199999999999996,25.2,7.2,244.79999999999998,13.0,0.511,23.3,0.5,-0.6,0.2
Justin James,2019-2020,36,0.41700000000000004,0.31,0.47600000000000003,32.4,18.0,7.2,10.799999999999999,90.0,11.0,0.47700000000000004,18.9,0.1,-1.4,0.0
Wayne Ellington,2019-2020,36,0.35100000000000003,0.35,0.846,64.8,43.199999999999996,14.4,3.6,183.6,8.5,0.509,15.0,0.4,-2.9,-0.1
Luke Kornet,2019-2020,36,0.439,0.287,0.7140000000000001,82.8,32.4,10.799999999999999,25.2,216.0,12.7,0.539,16.3,1.1,-1.2,0.1
